note_id,snapshot_id,account_id,snapshot_date,hardship_signal,income_shock_signal,missed_payment_signal,arrangement_break_signal,collections_signal,vulnerability_signal,note_signal_score,parser_confidence,extraction_method
N0000660,A102317_2025-07-31,A102317,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000661,A102090_2025-08-31,A102090,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000662,A102178_2025-10-31,A102178,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000663,A102092_2026-01-31,A102092,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000664,A100872_2026-04-30,A100872,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000665,A100849_2025-08-31,A100849,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000666,A101477_2026-02-28,A101477,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000667,A100444_2025-07-31,A100444,2025-07-31,1,1,1,0,0,0,0.6000,0.92,deterministic_keyword_rules_v1
N0000668,A101720_2026-03-31,A101720,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000669,A100646_2025-12-31,A100646,2025-12-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0000670,A101736_2025-07-31,A101736,2025-07-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000671,A102438_2025-09-30,A102438,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000672,A100519_2025-02-28,A100519,2025-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000673,A100949_2025-10-31,A100949,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000674,A101318_2025-05-31,A101318,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000675,A101885_2025-05-31,A101885,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000676,A101636_2025-09-30,A101636,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000677,A102128_2025-11-30,A102128,2025-11-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000678,A100717_2026-04-30,A100717,2026-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000679,A101803_2025-04-30,A101803,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000680,A101771_2026-02-28,A101771,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000681,A100693_2025-04-30,A100693,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000682,A102465_2025-10-31,A102465,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000683,A101341_2025-05-31,A101341,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000684,A100015_2025-06-30,A100015,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000685,A101872_2025-06-30,A101872,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000686,A100172_2026-05-31,A100172,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000687,A100762_2025-09-30,A100762,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000688,A102188_2025-05-31,A102188,2025-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000689,A102237_2025-08-31,A102237,2025-08-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000690,A100672_2025-03-31,A100672,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000691,A102097_2025-06-30,A102097,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000692,A101859_2025-09-30,A101859,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000693,A100539_2025-12-31,A100539,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000694,A101231_2025-03-31,A101231,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000695,A100022_2025-03-31,A100022,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000696,A102223_2026-04-30,A102223,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000697,A102090_2025-09-30,A102090,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000698,A102088_2025-12-31,A102088,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000699,A101462_2026-02-28,A101462,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000700,A100755_2026-04-30,A100755,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000701,A100386_2025-09-30,A100386,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000702,A100007_2025-11-30,A100007,2025-11-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000703,A100391_2026-03-31,A100391,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000704,A102087_2025-06-30,A102087,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000705,A102365_2025-07-31,A102365,2025-07-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000706,A100816_2026-03-31,A100816,2026-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000707,A101255_2025-08-31,A101255,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000708,A101257_2025-06-30,A101257,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000709,A100808_2025-09-30,A100808,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000710,A101890_2025-08-31,A101890,2025-08-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0000711,A101348_2025-04-30,A101348,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000712,A101686_2026-02-28,A101686,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000713,A101805_2026-03-31,A101805,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000714,A100864_2025-02-28,A100864,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000715,A102083_2025-05-31,A102083,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000716,A100789_2026-04-30,A100789,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000717,A100584_2026-02-28,A100584,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000718,A100278_2025-05-31,A100278,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000719,A102235_2025-06-30,A102235,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000720,A100735_2026-02-28,A100735,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000721,A101995_2026-03-31,A101995,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000722,A101610_2026-06-30,A101610,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000723,A101075_2025-07-31,A101075,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000724,A101117_2025-09-30,A101117,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000725,A101240_2026-03-31,A101240,2026-03-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0000726,A101537_2026-01-31,A101537,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000727,A100333_2025-04-30,A100333,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000728,A100987_2025-11-30,A100987,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000729,A100239_2025-04-30,A100239,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000730,A100087_2025-10-31,A100087,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000731,A100350_2025-04-30,A100350,2025-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000732,A101261_2026-01-31,A101261,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000733,A101778_2026-04-30,A101778,2026-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000734,A100718_2026-01-31,A100718,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000735,A101230_2025-04-30,A101230,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000736,A101601_2026-03-31,A101601,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000737,A100769_2026-02-28,A100769,2026-02-28,1,1,1,0,0,0,0.6000,0.92,deterministic_keyword_rules_v1
N0000738,A100311_2025-06-30,A100311,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000739,A102463_2026-01-31,A102463,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000740,A101959_2025-12-31,A101959,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000741,A101347_2025-10-31,A101347,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000742,A101804_2026-01-31,A101804,2026-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000743,A100099_2025-04-30,A100099,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000744,A101524_2025-02-28,A101524,2025-02-28,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000745,A101987_2025-05-31,A101987,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000746,A102347_2025-12-31,A102347,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000747,A102051_2026-01-31,A102051,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000748,A101824_2026-04-30,A101824,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000749,A100464_2025-09-30,A100464,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000750,A101365_2026-04-30,A101365,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000751,A100275_2026-04-30,A100275,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000752,A102401_2026-02-28,A102401,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000753,A102069_2025-01-31,A102069,2025-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000754,A100227_2026-03-31,A100227,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000755,A102377_2025-11-30,A102377,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000756,A100401_2026-02-28,A100401,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000757,A100474_2026-04-30,A100474,2026-04-30,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000758,A101013_2025-12-31,A101013,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000759,A100215_2025-12-31,A100215,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000760,A100119_2026-03-31,A100119,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000761,A102184_2025-02-28,A102184,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000762,A101000_2025-02-28,A101000,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000763,A100927_2025-11-30,A100927,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000764,A101417_2025-06-30,A101417,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000765,A101518_2025-01-31,A101518,2025-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000766,A102243_2025-03-31,A102243,2025-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000767,A100165_2025-05-31,A100165,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000768,A100938_2025-01-31,A100938,2025-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000769,A102136_2025-12-31,A102136,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000770,A101129_2025-09-30,A101129,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000771,A100992_2025-01-31,A100992,2025-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000772,A101911_2025-06-30,A101911,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000773,A100300_2025-01-31,A100300,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000774,A101841_2025-04-30,A101841,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000775,A101420_2026-04-30,A101420,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000776,A100480_2025-08-31,A100480,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000777,A101968_2025-11-30,A101968,2025-11-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000778,A102025_2025-09-30,A102025,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000779,A101771_2025-07-31,A101771,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000780,A100345_2026-02-28,A100345,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000781,A101917_2025-10-31,A101917,2025-10-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000782,A100064_2026-02-28,A100064,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000783,A100875_2026-03-31,A100875,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000784,A100906_2025-11-30,A100906,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000785,A101861_2026-03-31,A101861,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000786,A101694_2025-12-31,A101694,2025-12-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000787,A101744_2025-12-31,A101744,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000788,A100219_2025-06-30,A100219,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000789,A101223_2026-03-31,A101223,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000790,A100625_2026-06-30,A100625,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000791,A101753_2025-08-31,A101753,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000792,A100954_2025-10-31,A100954,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000793,A101423_2025-05-31,A101423,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000794,A102181_2025-08-31,A102181,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000795,A100038_2026-04-30,A100038,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000796,A100853_2025-12-31,A100853,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000797,A100040_2025-01-31,A100040,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000798,A102449_2025-08-31,A102449,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000799,A100002_2025-09-30,A100002,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000800,A101167_2026-05-31,A101167,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000801,A101215_2025-12-31,A101215,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000802,A100605_2025-04-30,A100605,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000803,A101160_2025-12-31,A101160,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000804,A101762_2025-09-30,A101762,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000805,A102100_2025-10-31,A102100,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000806,A102368_2026-04-30,A102368,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000807,A101407_2026-03-31,A101407,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000808,A101056_2025-04-30,A101056,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000809,A102193_2026-05-31,A102193,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000810,A101407_2025-02-28,A101407,2025-02-28,1,1,1,0,0,0,0.6000,0.92,deterministic_keyword_rules_v1
N0000811,A100714_2025-04-30,A100714,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000812,A101960_2025-12-31,A101960,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000813,A102000_2025-07-31,A102000,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000814,A100409_2025-12-31,A100409,2025-12-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000815,A100320_2026-02-28,A100320,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000816,A101403_2025-11-30,A101403,2025-11-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000817,A101410_2026-03-31,A101410,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000818,A100517_2025-01-31,A100517,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000819,A100119_2026-02-28,A100119,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000820,A100995_2025-05-31,A100995,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000821,A100013_2026-03-31,A100013,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000822,A100173_2026-02-28,A100173,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000823,A101654_2025-05-31,A101654,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000824,A102094_2026-06-30,A102094,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000825,A100935_2025-05-31,A100935,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000826,A100864_2026-02-28,A100864,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000827,A101926_2025-06-30,A101926,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000828,A100436_2025-05-31,A100436,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000829,A102303_2025-06-30,A102303,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000830,A100528_2025-12-31,A100528,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000831,A102118_2026-02-28,A102118,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000832,A102030_2026-04-30,A102030,2026-04-30,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000833,A100210_2025-10-31,A100210,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000834,A101923_2026-03-31,A101923,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000835,A101496_2025-04-30,A101496,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000836,A100883_2025-03-31,A100883,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000837,A100533_2025-04-30,A100533,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000838,A101330_2025-04-30,A101330,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000839,A100267_2025-12-31,A100267,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000840,A100508_2025-11-30,A100508,2025-11-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000841,A102110_2025-10-31,A102110,2025-10-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000842,A102490_2025-06-30,A102490,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000843,A101618_2025-11-30,A101618,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000844,A101026_2025-06-30,A101026,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000845,A100553_2025-05-31,A100553,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000846,A102225_2025-09-30,A102225,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000847,A100446_2025-10-31,A100446,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000848,A100222_2025-04-30,A100222,2025-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000849,A102399_2026-03-31,A102399,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000850,A100480_2026-02-28,A100480,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000851,A102479_2025-11-30,A102479,2025-11-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000852,A101785_2025-12-31,A101785,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000853,A102114_2026-06-30,A102114,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000854,A100556_2026-03-31,A100556,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000855,A101302_2025-05-31,A101302,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000856,A100444_2026-06-30,A100444,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000857,A100719_2025-05-31,A100719,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000858,A101653_2026-01-31,A101653,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000859,A100387_2025-05-31,A100387,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000860,A100413_2025-07-31,A100413,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000861,A100511_2026-01-31,A100511,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000862,A101315_2026-06-30,A101315,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000863,A101653_2025-12-31,A101653,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000864,A100346_2025-07-31,A100346,2025-07-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000865,A102209_2025-07-31,A102209,2025-07-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000866,A100004_2025-09-30,A100004,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000867,A101545_2025-06-30,A101545,2025-06-30,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000868,A100950_2025-11-30,A100950,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000869,A100517_2026-04-30,A100517,2026-04-30,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000870,A102004_2025-06-30,A102004,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000871,A100112_2026-05-31,A100112,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000872,A100320_2026-04-30,A100320,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000873,A101992_2025-08-31,A101992,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000874,A100854_2025-09-30,A100854,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000875,A100062_2026-06-30,A100062,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000876,A100695_2026-04-30,A100695,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000877,A101321_2025-07-31,A101321,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000878,A102466_2025-04-30,A102466,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000879,A101384_2025-12-31,A101384,2025-12-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
