snapshot_id,account_id,snapshot_date,months_on_book,credit_limit,balance,utilization_ratio,payments_due_30d,missed_payment_90d,hardship_flag_90d,collections_contact_90d,high_utilization_flag,any_recent_distress_flag,event_count_next_90d,first_event_date_next_90d,risk_event_next_window
A100992_2025-01-31,A100992,2025-01-31,87,500,306.95,0.6139,0,0,0,0,0,0,0,,0
A101911_2025-06-30,A101911,2025-06-30,57,500,377.01,0.7540,0,0,0,0,0,0,0,,0
A100300_2025-01-31,A100300,2025-01-31,12,8000,3556.63,0.4446,3,0,0,0,0,0,0,,0
A101841_2025-04-30,A101841,2025-04-30,4,2500,1563.38,0.6254,2,0,0,0,0,0,0,,0
A101420_2026-04-30,A101420,2026-04-30,69,1500,763.84,0.5092,3,1,0,0,0,1,0,,0
A100480_2025-08-31,A100480,2025-08-31,56,1500,639.18,0.4261,3,0,0,0,0,0,0,,0
A101968_2025-11-30,A101968,2025-11-30,49,5000,5358.03,1.0716,3,1,0,0,1,1,0,,0
A102025_2025-09-30,A102025,2025-09-30,51,500,135.05,0.2701,1,0,0,0,0,0,0,,0
A101771_2025-07-31,A101771,2025-07-31,1,2500,2242.27,0.8969,2,0,0,0,0,0,0,,0
A100345_2026-02-28,A100345,2026-02-28,85,1000,225.18,0.2252,2,0,0,0,0,0,0,,0
A101917_2025-10-31,A101917,2025-10-31,117,5000,0.00,0.0000,1,0,0,0,0,0,0,,0
A100064_2026-02-28,A100064,2026-02-28,91,500,319.43,0.6389,2,0,0,0,0,0,0,,0
A100875_2026-03-31,A100875,2026-03-31,97,500,148.88,0.2978,1,0,0,0,0,0,0,,0
A100906_2025-11-30,A100906,2025-11-30,49,1000,600.67,0.6007,3,0,0,0,0,0,0,,0
A101861_2026-03-31,A101861,2026-03-31,47,2500,1559.26,0.6237,0,0,0,0,0,0,0,,0
A101694_2025-12-31,A101694,2025-12-31,74,2500,1522.49,0.6090,1,0,0,0,0,0,0,,0
A101744_2025-12-31,A101744,2025-12-31,33,2500,1083.73,0.4335,3,1,0,0,0,1,0,,0
A100219_2025-06-30,A100219,2025-06-30,8,1500,1226.02,0.8173,2,0,0,0,0,0,0,,0
A101223_2026-03-31,A101223,2026-03-31,116,5000,2329.29,0.4659,0,0,0,0,0,0,0,,0
A100625_2026-06-30,A100625,2026-06-30,105,8000,4831.13,0.6039,2,0,0,0,0,0,0,,0
A101753_2025-08-31,A101753,2025-08-31,16,500,372.50,0.7450,3,0,0,0,0,0,0,,0
A100954_2025-10-31,A100954,2025-10-31,24,2500,1638.30,0.6553,1,0,0,0,0,0,0,,0
A101423_2025-05-31,A101423,2025-05-31,77,8000,3267.29,0.4084,0,0,0,0,0,0,0,,0
A102181_2025-08-31,A102181,2025-08-31,82,500,172.17,0.3443,2,0,0,0,0,0,0,,0
A100038_2026-04-30,A100038,2026-04-30,89,2500,1577.42,0.6310,2,0,0,0,0,0,0,,0
A100853_2025-12-31,A100853,2025-12-31,72,2500,400.20,0.1601,2,0,0,0,0,0,0,,0
A100040_2025-01-31,A100040,2025-01-31,76,5000,2126.74,0.4253,2,0,0,0,0,0,0,,0
A102449_2025-08-31,A102449,2025-08-31,63,500,110.02,0.2200,3,0,0,0,0,0,0,,0
A100002_2025-09-30,A100002,2025-09-30,38,8000,3989.61,0.4987,3,0,0,0,0,0,0,,0
A101167_2026-05-31,A101167,2026-05-31,77,1000,424.40,0.4244,1,0,0,0,0,0,0,,0
A101215_2025-12-31,A101215,2025-12-31,118,8000,4793.98,0.5992,3,0,0,0,0,0,0,,0
A100605_2025-04-30,A100605,2025-04-30,39,1500,1022.94,0.6820,3,0,0,0,0,0,0,,0
A101160_2025-12-31,A101160,2025-12-31,33,8000,9158.48,1.1448,0,1,0,0,1,1,0,,0
A101762_2025-09-30,A101762,2025-09-30,115,1500,532.40,0.3549,0,0,0,0,0,0,0,,0
A102100_2025-10-31,A102100,2025-10-31,18,1000,313.83,0.3138,2,1,0,0,0,1,0,,0
A102368_2026-04-30,A102368,2026-04-30,64,1500,1225.29,0.8169,2,0,0,0,0,0,0,,0
A101407_2026-03-31,A101407,2026-03-31,118,5000,3161.70,0.6323,3,0,0,0,0,0,0,,0
A101056_2025-04-30,A101056,2025-04-30,31,1000,239.61,0.2396,1,1,0,0,0,1,0,,0
A102193_2026-05-31,A102193,2026-05-31,45,2500,1223.94,0.4896,1,0,0,0,0,0,0,,0
A101407_2025-02-28,A101407,2025-02-28,11,1500,917.40,0.6116,2,1,1,0,0,1,0,,0
A100714_2025-04-30,A100714,2025-04-30,67,5000,3472.15,0.6944,2,0,0,0,0,0,0,,0
A101960_2025-12-31,A101960,2025-12-31,101,2500,1862.94,0.7452,1,0,0,0,0,0,0,,0
A102000_2025-07-31,A102000,2025-07-31,26,5000,0.00,0.0000,3,0,0,0,0,0,0,,0
A100409_2025-12-31,A100409,2025-12-31,20,500,269.51,0.5390,1,0,0,0,0,0,0,,0
A100320_2026-02-28,A100320,2026-02-28,14,5000,5552.59,1.1105,3,0,0,0,1,0,0,,0
A101403_2025-11-30,A101403,2025-11-30,105,5000,3532.93,0.7066,0,0,0,0,0,0,0,,0
A101410_2026-03-31,A101410,2026-03-31,25,8000,9134.24,1.1418,0,0,0,0,1,0,0,,0
A100517_2025-01-31,A100517,2025-01-31,68,2500,860.69,0.3443,3,0,0,0,0,0,0,,0
A100119_2026-02-28,A100119,2026-02-28,119,5000,2703.40,0.5407,1,0,0,0,0,0,0,,0
A100995_2025-05-31,A100995,2025-05-31,4,8000,4974.82,0.6219,2,0,0,0,0,0,0,,0
A100013_2026-03-31,A100013,2026-03-31,54,8000,10800.00,1.3500,0,0,0,0,1,0,0,,0
A100173_2026-02-28,A100173,2026-02-28,90,1000,856.11,0.8561,3,0,0,0,0,0,0,,0
A101654_2025-05-31,A101654,2025-05-31,65,2500,1328.88,0.5316,0,0,0,0,0,0,0,,0
A102094_2026-06-30,A102094,2026-06-30,24,5000,3268.75,0.6538,1,0,0,0,0,0,0,,0
A100935_2025-05-31,A100935,2025-05-31,7,2500,1490.28,0.5961,3,0,0,0,0,0,0,,0
A100864_2026-02-28,A100864,2026-02-28,39,8000,5200.71,0.6501,1,0,0,0,0,0,0,,0
A101926_2025-06-30,A101926,2025-06-30,6,1500,583.73,0.3892,2,0,0,0,0,0,0,,0
A100436_2025-05-31,A100436,2025-05-31,93,8000,3931.41,0.4914,2,0,0,0,0,0,0,,0
A102303_2025-06-30,A102303,2025-06-30,118,8000,2657.18,0.3321,0,0,0,0,0,0,0,,0
A100528_2025-12-31,A100528,2025-12-31,55,8000,2054.91,0.2569,3,1,0,0,0,1,0,,0
A102118_2026-02-28,A102118,2026-02-28,19,2500,1337.96,0.5352,0,0,0,0,0,0,0,,0
A102030_2026-04-30,A102030,2026-04-30,23,5000,3797.83,0.7596,0,0,0,1,0,1,0,,0
A100210_2025-10-31,A100210,2025-10-31,112,2500,741.65,0.2967,1,0,0,0,0,0,1,2025-12-02,1
A101923_2026-03-31,A101923,2026-03-31,50,500,31.83,0.0637,1,0,0,0,0,0,0,,0
A101496_2025-04-30,A101496,2025-04-30,45,5000,3553.51,0.7107,3,0,0,0,0,0,0,,0
A100883_2025-03-31,A100883,2025-03-31,93,2500,484.39,0.1938,3,0,0,0,0,0,0,,0
A100533_2025-04-30,A100533,2025-04-30,90,5000,4030.30,0.8061,0,0,0,0,0,0,0,,0
A101330_2025-04-30,A101330,2025-04-30,57,5000,2813.24,0.5626,1,0,0,0,0,0,0,,0
A100267_2025-12-31,A100267,2025-12-31,112,5000,3692.39,0.7385,1,0,0,0,0,0,0,,0
A100508_2025-11-30,A100508,2025-11-30,72,1000,572.52,0.5725,1,0,0,0,0,0,0,,0
A102110_2025-10-31,A102110,2025-10-31,33,5000,2200.76,0.4402,1,0,0,0,0,0,0,,0
A102490_2025-06-30,A102490,2025-06-30,76,1000,301.19,0.3012,3,0,0,0,0,0,0,,0
A101618_2025-11-30,A101618,2025-11-30,52,2500,1734.80,0.6939,2,0,0,0,0,0,0,,0
A101026_2025-06-30,A101026,2025-06-30,118,5000,2662.58,0.5325,2,0,0,0,0,0,0,,0
A100553_2025-05-31,A100553,2025-05-31,114,1500,1518.23,1.0122,1,1,0,0,1,1,0,,0
A102225_2025-09-30,A102225,2025-09-30,1,8000,4366.16,0.5458,3,0,0,0,0,0,0,,0
A100446_2025-10-31,A100446,2025-10-31,71,2500,1155.73,0.4623,2,0,0,0,0,0,0,,0
A100222_2025-04-30,A100222,2025-04-30,74,500,358.71,0.7174,0,0,0,0,0,0,0,,0
A102399_2026-03-31,A102399,2026-03-31,25,1000,237.35,0.2374,2,0,0,0,0,0,0,,0
A100480_2026-02-28,A100480,2026-02-28,84,1500,858.07,0.5720,2,0,0,0,0,0,0,,0
A102479_2025-11-30,A102479,2025-11-30,37,1500,802.52,0.5350,0,0,0,0,0,0,0,,0
A101785_2025-12-31,A101785,2025-12-31,120,1500,983.16,0.6554,1,0,0,0,0,0,0,,0
A102114_2026-06-30,A102114,2026-06-30,38,1000,80.04,0.0800,1,1,0,0,0,1,0,,0
A100556_2026-03-31,A100556,2026-03-31,115,5000,1509.06,0.3018,3,0,0,0,0,0,0,,0
A101302_2025-05-31,A101302,2025-05-31,4,5000,3490.32,0.6981,2,0,0,0,0,0,0,,0
A100444_2026-06-30,A100444,2026-06-30,88,1000,608.64,0.6086,3,0,0,0,0,0,0,,0
A100719_2025-05-31,A100719,2025-05-31,58,1000,401.53,0.4015,2,0,0,0,0,0,0,,0
A101653_2026-01-31,A101653,2026-01-31,103,500,301.55,0.6031,2,0,0,0,0,0,0,,0
A100387_2025-05-31,A100387,2025-05-31,73,1500,658.67,0.4391,2,0,0,0,0,0,0,,0
A100413_2025-07-31,A100413,2025-07-31,91,2500,1147.15,0.4589,2,0,0,0,0,0,0,,0
A100511_2026-01-31,A100511,2026-01-31,45,1500,330.90,0.2206,3,0,0,0,0,0,0,,0
A101315_2026-06-30,A101315,2026-06-30,13,8000,702.96,0.0879,2,0,0,0,0,0,0,,0
A101653_2025-12-31,A101653,2025-12-31,98,5000,1634.70,0.3269,2,0,0,0,0,0,0,,0
A100346_2025-07-31,A100346,2025-07-31,85,2500,1173.13,0.4693,0,1,0,0,0,1,1,2025-08-26,1
A102209_2025-07-31,A102209,2025-07-31,53,5000,2100.71,0.4201,1,0,0,0,0,0,0,,0
A100004_2025-09-30,A100004,2025-09-30,7,1000,517.99,0.5180,0,0,0,0,0,0,0,,0
A101545_2025-06-30,A101545,2025-06-30,21,5000,4074.17,0.8148,3,0,0,1,0,1,0,,0
A100950_2025-11-30,A100950,2025-11-30,39,5000,1108.38,0.2217,3,0,0,0,0,0,0,,0
A100517_2026-04-30,A100517,2026-04-30,17,5000,1259.08,0.2518,2,0,1,0,0,1,1,2026-06-21,1
A102004_2025-06-30,A102004,2025-06-30,2,1500,502.09,0.3347,3,0,0,0,0,0,0,,0
A100112_2026-05-31,A100112,2026-05-31,6,500,222.22,0.4444,3,0,0,0,0,0,0,,0
A100320_2026-04-30,A100320,2026-04-30,117,5000,2854.08,0.5708,3,0,0,0,0,0,0,,0
A101992_2025-08-31,A101992,2025-08-31,106,2500,1660.89,0.6644,2,0,0,0,0,0,0,,0
A100854_2025-09-30,A100854,2025-09-30,29,1000,608.52,0.6085,1,0,0,0,0,0,0,,0
A100062_2026-06-30,A100062,2026-06-30,54,1500,1402.71,0.9351,3,0,0,0,1,0,1,2026-08-01,1
A100695_2026-04-30,A100695,2026-04-30,59,2500,841.98,0.3368,2,0,0,0,0,0,0,,0
A101321_2025-07-31,A101321,2025-07-31,82,5000,4525.67,0.9051,3,0,0,0,1,0,0,,0
A102466_2025-04-30,A102466,2025-04-30,43,500,106.16,0.2123,2,0,0,0,0,0,0,,0
A101384_2025-12-31,A101384,2025-12-31,117,8000,3584.54,0.4481,1,0,1,0,0,1,0,,0
A100258_2026-04-30,A100258,2026-04-30,70,8000,5899.90,0.7375,2,0,0,0,0,0,0,,0
A101528_2025-08-31,A101528,2025-08-31,53,5000,2693.85,0.5388,0,0,0,0,0,0,0,,0
A101477_2025-03-31,A101477,2025-03-31,74,5000,3869.96,0.7740,3,0,0,0,0,0,1,2025-04-17,1
A100075_2025-12-31,A100075,2025-12-31,54,500,364.98,0.7300,2,1,1,0,0,1,0,,0
A102167_2026-04-30,A102167,2026-04-30,13,5000,2420.51,0.4841,2,1,0,0,0,1,0,,0
A100588_2025-03-31,A100588,2025-03-31,95,2500,939.32,0.3757,1,0,0,0,0,0,0,,0
A102123_2025-12-31,A102123,2025-12-31,105,8000,4859.26,0.6074,3,0,0,0,0,0,0,,0
A102289_2025-07-31,A102289,2025-07-31,11,500,37.21,0.0744,0,0,0,0,0,0,0,,0
A100758_2026-02-28,A100758,2026-02-28,53,5000,2098.29,0.4197,2,0,1,1,0,1,0,,0
A102231_2025-05-31,A102231,2025-05-31,17,1500,354.58,0.2364,1,0,0,0,0,0,0,,0
A101493_2025-11-30,A101493,2025-11-30,3,500,333.82,0.6676,3,0,0,0,0,0,0,,0
A101847_2025-08-31,A101847,2025-08-31,120,500,217.21,0.4344,1,0,0,0,0,0,0,,0
A101328_2026-03-31,A101328,2026-03-31,41,2500,1028.24,0.4113,1,0,0,0,0,0,0,,0
A101558_2026-04-30,A101558,2026-04-30,24,5000,4160.54,0.8321,3,0,0,0,0,0,0,,0
A100984_2026-01-31,A100984,2026-01-31,110,1000,759.15,0.7591,0,0,0,0,0,0,0,,0
A101935_2026-01-31,A101935,2026-01-31,88,1000,347.24,0.3472,1,0,0,0,0,0,0,,0
A102457_2025-06-30,A102457,2025-06-30,43,1500,575.37,0.3836,1,0,0,0,0,0,0,,0
A101825_2026-02-28,A101825,2026-02-28,65,2500,537.78,0.2151,1,0,0,0,0,0,0,,0
A100267_2025-03-31,A100267,2025-03-31,40,500,345.46,0.6909,3,0,0,0,0,0,0,,0
A101919_2025-01-31,A101919,2025-01-31,52,500,141.88,0.2838,1,1,0,0,0,1,1,2025-02-05,1
A100828_2025-12-31,A100828,2025-12-31,53,1500,606.59,0.4044,1,0,0,0,0,0,0,,0
A101077_2025-07-31,A101077,2025-07-31,100,500,566.31,1.1326,0,1,0,0,1,1,1,2025-10-18,1
A100446_2025-01-31,A100446,2025-01-31,100,2500,813.70,0.3255,3,0,0,0,0,0,0,,0
A100067_2026-04-30,A100067,2026-04-30,19,5000,5049.02,1.0098,3,1,0,0,1,1,0,,0
A102179_2026-04-30,A102179,2026-04-30,3,1500,980.34,0.6536,2,0,1,0,0,1,0,,0
A100297_2026-03-31,A100297,2026-03-31,105,500,31.40,0.0628,3,0,0,0,0,0,0,,0
A100494_2025-10-31,A100494,2025-10-31,2,2500,1187.86,0.4751,0,0,0,0,0,0,0,,0
A100960_2026-02-28,A100960,2026-02-28,110,1000,711.21,0.7112,0,0,0,0,0,0,0,,0
A102326_2025-06-30,A102326,2025-06-30,68,8000,5616.69,0.7021,0,0,0,0,0,0,0,,0
A101329_2025-12-31,A101329,2025-12-31,51,500,170.29,0.3406,3,0,0,1,0,1,0,,0
A100829_2025-12-31,A100829,2025-12-31,53,1000,854.87,0.8549,3,0,0,0,0,0,0,,0
A101387_2026-02-28,A101387,2026-02-28,74,1000,278.95,0.2789,0,0,0,0,0,0,0,,0
A101991_2025-02-28,A101991,2025-02-28,111,8000,5812.19,0.7265,0,0,0,0,0,0,0,,0
A100512_2025-08-31,A100512,2025-08-31,80,5000,1937.94,0.3876,2,0,0,0,0,0,0,,0
A100704_2026-04-30,A100704,2026-04-30,34,5000,3190.93,0.6382,3,1,0,0,0,1,0,,0
A101973_2025-11-30,A101973,2025-11-30,117,5000,1908.09,0.3816,2,0,0,0,0,0,0,,0
A100518_2025-03-31,A100518,2025-03-31,15,1000,267.07,0.2671,1,0,0,0,0,0,0,,0
A102220_2025-09-30,A102220,2025-09-30,47,2500,1677.90,0.6712,2,0,0,0,0,0,0,,0
A101078_2026-01-31,A101078,2026-01-31,42,1500,434.00,0.2893,1,1,0,0,0,1,1,2026-04-03,1
A102018_2025-01-31,A102018,2025-01-31,84,1000,797.30,0.7973,1,0,0,0,0,0,0,,0
A102052_2026-04-30,A102052,2026-04-30,72,500,343.22,0.6864,0,0,0,0,0,0,0,,0
A102467_2026-01-31,A102467,2026-01-31,68,500,229.88,0.4598,2,1,0,1,0,1,0,,0
A101418_2025-04-30,A101418,2025-04-30,26,5000,2059.37,0.4119,3,0,0,0,0,0,0,,0
A100475_2026-03-31,A100475,2026-03-31,30,1500,698.10,0.4654,1,0,0,0,0,0,0,,0
A100581_2026-06-30,A100581,2026-06-30,100,8000,5021.90,0.6277,1,0,0,0,0,0,0,,0
A100757_2025-05-31,A100757,2025-05-31,51,500,86.19,0.1724,2,0,0,0,0,0,0,,0
A102423_2025-01-31,A102423,2025-01-31,4,8000,4996.46,0.6246,0,0,0,0,0,0,0,,0
A100430_2026-01-31,A100430,2026-01-31,31,5000,0.00,0.0000,2,0,0,0,0,0,0,,0
A102212_2025-06-30,A102212,2025-06-30,99,8000,6849.95,0.8562,0,0,0,0,0,0,0,,0
A102328_2026-02-28,A102328,2026-02-28,57,1000,294.82,0.2948,0,0,0,0,0,0,0,,0
A101235_2026-03-31,A101235,2026-03-31,103,8000,5349.79,0.6687,2,0,0,0,0,0,0,,0
A100176_2026-04-30,A100176,2026-04-30,64,1500,279.01,0.1860,1,0,0,0,0,0,0,,0
A101982_2025-03-31,A101982,2025-03-31,10,1000,548.84,0.5488,3,0,0,0,0,0,0,,0
A102171_2025-12-31,A102171,2025-12-31,50,5000,2910.99,0.5822,0,0,0,0,0,0,0,,0
A101308_2025-11-30,A101308,2025-11-30,96,2500,1464.64,0.5859,3,0,0,0,0,0,0,,0
A100844_2026-01-31,A100844,2026-01-31,29,2500,1214.11,0.4856,3,0,0,0,0,0,0,,0
A102427_2025-08-31,A102427,2025-08-31,43,8000,5324.92,0.6656,0,0,0,0,0,0,0,,0
A102312_2025-03-31,A102312,2025-03-31,116,8000,3655.88,0.4570,3,0,0,0,0,0,0,,0
A101128_2026-06-30,A101128,2026-06-30,115,1000,792.25,0.7923,1,0,0,0,0,0,0,,0
A102243_2025-04-30,A102243,2025-04-30,27,2500,1445.10,0.5780,3,0,0,0,0,0,0,,0
A100290_2025-05-31,A100290,2025-05-31,99,500,227.62,0.4552,2,0,0,0,0,0,0,,0
A101957_2026-01-31,A101957,2026-01-31,33,1000,660.67,0.6607,1,0,0,0,0,0,0,,0
A102466_2025-06-30,A102466,2025-06-30,29,2500,1204.67,0.4819,2,0,0,0,0,0,0,,0
A100960_2026-06-30,A100960,2026-06-30,109,5000,2623.36,0.5247,2,0,0,0,0,0,0,,0
A100674_2025-09-30,A100674,2025-09-30,83,1000,665.77,0.6658,3,0,1,0,0,1,0,,0
A102201_2025-12-31,A102201,2025-12-31,40,1500,1269.76,0.8465,2,0,0,0,0,0,0,,0
A101842_2025-06-30,A101842,2025-06-30,33,8000,307.37,0.0384,0,0,0,0,0,0,0,,0
A101846_2025-06-30,A101846,2025-06-30,14,1500,389.17,0.2594,1,0,0,0,0,0,0,,0
A100048_2026-05-31,A100048,2026-05-31,13,500,315.92,0.6318,0,0,0,0,0,0,0,,0
A100428_2025-08-31,A100428,2025-08-31,31,500,194.00,0.3880,3,0,0,0,0,0,0,,0
A100140_2026-06-30,A100140,2026-06-30,17,5000,4377.28,0.8755,0,0,0,0,0,0,0,,0
A100383_2025-12-31,A100383,2025-12-31,89,500,318.07,0.6361,0,0,0,0,0,0,0,,0
A100192_2025-12-31,A100192,2025-12-31,111,1500,946.88,0.6313,0,0,0,0,0,0,0,,0
A100996_2026-05-31,A100996,2026-05-31,16,1000,578.01,0.5780,1,0,0,1,0,1,0,,0
A100040_2025-03-31,A100040,2025-03-31,23,1500,1018.12,0.6787,2,0,0,0,0,0,0,,0
A101377_2025-09-30,A101377,2025-09-30,72,5000,3125.48,0.6251,1,0,0,0,0,0,0,,0
A100466_2025-04-30,A100466,2025-04-30,29,1000,410.79,0.4108,0,0,0,0,0,0,0,,0
A101551_2026-02-28,A101551,2026-02-28,46,2500,2178.17,0.8713,1,1,0,1,0,1,1,2026-03-20,1
A101779_2026-04-30,A101779,2026-04-30,74,2500,1189.21,0.4757,3,0,0,0,0,0,0,,0
A101938_2025-01-31,A101938,2025-01-31,92,1000,845.19,0.8452,2,0,0,0,0,0,0,,0
A100379_2025-10-31,A100379,2025-10-31,15,1500,881.57,0.5877,1,0,0,0,0,0,0,,0
A102046_2025-09-30,A102046,2025-09-30,46,1500,808.67,0.5391,2,0,0,0,0,0,0,,0
A100101_2025-01-31,A100101,2025-01-31,110,8000,8207.40,1.0259,2,1,0,0,1,1,0,,0
A100656_2026-01-31,A100656,2026-01-31,47,1000,636.63,0.6366,0,0,0,0,0,0,0,,0
A101239_2026-05-31,A101239,2026-05-31,119,2500,455.74,0.1823,3,0,0,0,0,0,0,,0
A101901_2025-02-28,A101901,2025-02-28,120,2500,943.86,0.3775,1,0,1,0,0,1,1,2025-05-06,1
A101464_2025-09-30,A101464,2025-09-30,98,1000,687.04,0.6870,0,0,0,0,0,0,0,,0
A100417_2026-05-31,A100417,2026-05-31,6,500,162.59,0.3252,0,0,0,0,0,0,0,,0
A100365_2025-06-30,A100365,2025-06-30,25,8000,6026.28,0.7533,0,0,0,0,0,0,0,,0
A100589_2025-07-31,A100589,2025-07-31,111,5000,2706.92,0.5414,0,0,0,0,0,0,0,,0
A101804_2025-04-30,A101804,2025-04-30,78,5000,2603.14,0.5206,2,0,0,0,0,0,0,,0
A101899_2025-02-28,A101899,2025-02-28,115,8000,5219.11,0.6524,1,0,0,0,0,0,0,,0
A102223_2026-01-31,A102223,2026-01-31,120,1500,613.15,0.4088,3,0,0,0,0,0,0,,0
A102208_2025-05-31,A102208,2025-05-31,64,5000,1898.82,0.3798,1,0,0,0,0,0,0,,0
A102208_2025-08-31,A102208,2025-08-31,21,1000,876.66,0.8767,2,0,0,0,0,0,0,,0
A101111_2026-05-31,A101111,2026-05-31,8,1500,1202.51,0.8017,0,0,0,0,0,0,0,,0
A101313_2025-02-28,A101313,2025-02-28,91,5000,1493.05,0.2986,3,0,0,0,0,0,0,,0
A100749_2025-03-31,A100749,2025-03-31,90,2500,1746.19,0.6985,0,0,0,0,0,0,0,,0
A102017_2025-05-31,A102017,2025-05-31,50,5000,3529.67,0.7059,0,0,0,0,0,0,0,,0
A102084_2025-03-31,A102084,2025-03-31,84,1500,1226.95,0.8180,2,0,0,0,0,0,1,2025-05-02,1
A101095_2025-10-31,A101095,2025-10-31,107,5000,4809.75,0.9619,1,1,0,0,1,1,0,,0
A100315_2025-09-30,A100315,2025-09-30,63,2500,140.29,0.0561,0,0,0,0,0,0,0,,0
A100252_2026-05-31,A100252,2026-05-31,86,1500,608.27,0.4055,1,0,0,0,0,0,0,,0
A101391_2025-10-31,A101391,2025-10-31,78,5000,2916.84,0.5834,2,1,0,0,0,1,0,,0
A100993_2026-01-31,A100993,2026-01-31,36,500,329.54,0.6591,1,0,0,0,0,0,0,,0
A101593_2026-03-31,A101593,2026-03-31,40,5000,1247.02,0.2494,2,0,0,1,0,1,0,,0
A102280_2025-03-31,A102280,2025-03-31,64,500,435.62,0.8712,1,0,0,0,0,0,0,,0
A100057_2025-07-31,A100057,2025-07-31,74,8000,4860.93,0.6076,1,0,0,0,0,0,0,,0
A100553_2025-12-31,A100553,2025-12-31,92,1000,761.21,0.7612,3,0,0,0,0,0,0,,0
A102284_2025-07-31,A102284,2025-07-31,112,1500,1214.94,0.8100,1,0,0,0,0,0,0,,0
A100252_2026-04-30,A100252,2026-04-30,42,8000,5363.15,0.6704,0,0,0,0,0,0,0,,0
A101496_2025-03-31,A101496,2025-03-31,69,1000,366.30,0.3663,3,0,0,0,0,0,0,,0
A101960_2025-05-31,A101960,2025-05-31,27,1000,353.24,0.3532,0,0,0,0,0,0,0,,0
A100563_2025-02-28,A100563,2025-02-28,84,5000,3339.86,0.6680,3,1,0,0,0,1,0,,0
A101338_2026-02-28,A101338,2026-02-28,103,5000,3521.01,0.7042,2,1,0,0,0,1,0,,0
A102246_2025-12-31,A102246,2025-12-31,25,8000,3340.58,0.4176,2,0,0,0,0,0,0,,0
A100879_2025-11-30,A100879,2025-11-30,69,5000,3695.06,0.7390,0,0,0,0,0,0,0,,0
A101352_2025-10-31,A101352,2025-10-31,29,2500,869.93,0.3480,3,0,0,0,0,0,0,,0
A101430_2025-07-31,A101430,2025-07-31,79,1000,432.48,0.4325,2,0,0,0,0,0,0,,0
A100749_2026-04-30,A100749,2026-04-30,19,8000,3312.68,0.4141,2,1,1,0,0,1,1,2026-05-20,1
A102489_2026-03-31,A102489,2026-03-31,95,500,125.42,0.2508,2,0,0,0,0,0,0,,0
A100303_2025-04-30,A100303,2025-04-30,52,500,354.45,0.7089,2,0,0,0,0,0,0,,0
A100526_2025-03-31,A100526,2025-03-31,88,5000,1839.96,0.3680,1,0,0,0,0,0,0,,0
A100681_2026-03-31,A100681,2026-03-31,4,1000,636.42,0.6364,2,0,0,0,0,0,0,,0
A101740_2025-05-31,A101740,2025-05-31,86,5000,3881.73,0.7763,3,0,0,0,0,0,0,,0
A102353_2025-10-31,A102353,2025-10-31,106,5000,2538.86,0.5078,0,0,0,0,0,0,0,,0
A101333_2025-02-28,A101333,2025-02-28,11,1000,490.51,0.4905,3,0,0,0,0,0,0,,0
A101542_2025-07-31,A101542,2025-07-31,66,1500,865.84,0.5772,1,0,0,0,0,0,0,,0
A102222_2026-05-31,A102222,2026-05-31,46,500,312.02,0.6240,3,0,0,0,0,0,0,,0
A100152_2026-03-31,A100152,2026-03-31,89,5000,1578.15,0.3156,2,1,0,0,0,1,0,,0
A101550_2025-02-28,A101550,2025-02-28,71,8000,3774.87,0.4719,1,0,0,0,0,0,0,,0
A102314_2026-06-30,A102314,2026-06-30,3,2500,1745.78,0.6983,0,0,0,0,0,0,0,,0
A100053_2026-02-28,A100053,2026-02-28,102,2500,1426.20,0.5705,0,0,0,0,0,0,0,,0
A100499_2026-02-28,A100499,2026-02-28,102,500,155.47,0.3109,0,0,0,0,0,0,0,,0
A100338_2026-03-31,A100338,2026-03-31,74,1500,608.87,0.4059,3,0,0,0,0,0,0,,0
A102402_2025-09-30,A102402,2025-09-30,34,2500,2752.89,1.1012,1,0,0,0,1,0,0,,0
A102391_2026-04-30,A102391,2026-04-30,120,2500,474.68,0.1899,2,0,0,0,0,0,0,,0
A100886_2025-02-28,A100886,2025-02-28,2,1000,439.64,0.4396,1,0,0,0,0,0,0,,0
A100548_2026-01-31,A100548,2026-01-31,97,8000,4598.98,0.5749,3,0,1,0,0,1,1,2026-03-11,1
A102078_2025-04-30,A102078,2025-04-30,70,2500,749.34,0.2997,0,0,0,0,0,0,0,,0
A100383_2026-05-31,A100383,2026-05-31,46,1500,916.32,0.6109,0,0,0,0,0,0,0,,0
A102460_2025-07-31,A102460,2025-07-31,47,8000,3085.24,0.3857,1,0,0,0,0,0,0,,0
A102106_2025-09-30,A102106,2025-09-30,58,2500,1461.66,0.5847,2,0,0,1,0,1,0,,0
A101635_2025-08-31,A101635,2025-08-31,113,2500,728.02,0.2912,3,0,0,0,0,0,0,,0
A102235_2025-10-31,A102235,2025-10-31,22,1000,661.78,0.6618,0,0,0,0,0,0,0,,0
A100370_2026-06-30,A100370,2026-06-30,19,500,133.73,0.2675,2,0,0,0,0,0,0,,0
A101820_2025-08-31,A101820,2025-08-31,107,5000,339.56,0.0679,0,0,0,0,0,0,0,,0
A100363_2026-04-30,A100363,2026-04-30,40,5000,2692.48,0.5385,1,0,0,0,0,0,0,,0
A100617_2025-03-31,A100617,2025-03-31,68,2500,510.95,0.2044,0,0,0,0,0,0,0,,0
